Name,Total Time,Year,Date Added,Play Count,Skip Count,Artist,Genre,Cleaned up time,Relative Plays,Relative Skips
Thunderstruck,302811,1990,2016-06-12,47,6,AC/DC,Rock,5:2,0.200567670419555,0.11795543905635647
If I Can't,198844,2003,2016-06-24,60,6,50 Cent,Hip Hop/Rap,3:18,0.2580732440992503,0.11889035667107001
Born in The U.S.A.,278517,1984,2016-06-24,56,10,Bruce Springsteen,Rock,4:38,0.24086836115930035,0.19815059445178337
B.O.B.,307043,2000,2016-07-03,53,8,OutKast,Hip Hop/Rap,5:7,0.22932794300124082,0.159468438538206
Represent,252656,1994,2016-07-03,24,16,Nas,Hip Hop/Rap,4:12,0.10384661569867508,0.318936877076412
Check the Rhime,217025,1991,2016-07-03,32,15,A Tribe Called Quest,Hip Hop/Rap,3:37,0.13846215426490013,0.2990033222591362
Ms. Jackson,270733,2000,2016-07-05,42,10,OutKast,Hip Hop/Rap,4:30,0.18197340259240552,0.1996007984031936
Sweet Thang,242573,1971,2016-07-05,24,5,Shuggie Otis,Soundtrack,4:2,0.10398480148137458,0.0998003992015968
Rigamortus,177136,2011,2016-07-16,27,9,Kendrick Lamar,Hip Hop/Rap,2:57,0.11784537614264026,0.1809651474530831
N.Y. State of Mind,294112,1994,2016-07-16,30,5,Nas,Hip Hop/Rap,4:54,0.13093930682515584,0.10053619302949061
The World is Yours,290768,1994,2016-07-16,32,5,Nas,Hip Hop/Rap,4:50,0.1396685939468329,0.10053619302949061
Halftime,252551,1994,2016-07-21,35,7,Nas,Hip Hop/Rap,4:12,0.15327618476596364,0.14122394082044384
Fly Away,221570,1998,2016-07-21,43,10,Lenny Kravitz,Rock,3:41,0.1883107412838982,0.20174848688634836
Hunter,237792,2014,2016-07-21,26,8,Pharrell Williams,Pop,3:57,0.11386230868328728,0.16139878950907868
Keep Ya Head Up,263784,1993,2016-07-21,30,9,2Pac,Hip Hop/Rap,4:23,0.13137958694225454,0.18157363819771352
ATLiens,230974,1996,2016-07-21,28,8,OutKast,Hip Hop/Rap,3:50,0.12262094781277091,0.16139878950907868
The Sound Of Silence,185443,1964,2016-07-22,54,5,Simon & Garfunkel,Rock,3:5,0.23664239731469616,0.1009421265141319
Made You Look,207673,2002,2016-07-24,26,13,Nas,Hip Hop/Rap,3:27,0.11409248855259312,0.26280323450134774
Luck of Lucien,277080,1990,2016-07-24,21,11,A Tribe Called Quest,Hip Hop/Rap,4:37,0.09215162536940213,0.2223719676549865
Party We Will Throw Now!,230034,2012,2016-07-24,31,8,Warren G,Hip Hop/Rap,3:50,0.1360333517357841,0.16172506738544476
Walk This Way,221204,1975,2016-07-24,42,14,Aerosmith,Rock,3:41,0.18430325073880427,0.2830188679245283
Heartbreaker,254197,1969,2016-07-24,54,7,Led Zeppelin,Rock,4:14,0.23696132237846262,0.14150943396226415
Walk This Way,312241,1986,2016-07-24,23,5,Run-D.M.C. ,Hip Hop/Rap,5:12,0.10092797064267851,0.10107816711590298
Billie Jean,294765,1982,2016-07-24,27,9,Michael Jackson,Pop,4:54,0.11848066118923131,0.18194070080862534
London Calling,205191,1979,2016-07-24,47,9,The Clash,Rock,3:25,0.2062441139219952,0.18194070080862534
Cocaine,215797,1977,2016-07-24,41,7,Eric Clapton,Rock,3:35,0.17991507810216606,0.14150943396226415
Hound Dog,134008,1958,2016-07-24,34,5,Elvis Presley,Rock,2:14,0.1491978696456987,0.10107816711590298
American Woman,306155,1970,2016-07-24,35,14,The Guess Who,Rock,5:6,0.15358604228233688,0.2830188679245283
People Are Strange,132597,1967,2016-07-24,49,12,The Doors,Rock,2:12,0.21502045919527163,0.24258760107816713
You Shook Me All Night Long,209841,1980,2016-07-24,33,4,AC/DC,Rock,3:29,0.1448096970090605,0.08086253369272238
Girls Got Rhythm,205270,1979,2016-07-24,37,8,AC/DC,Rock,3:25,0.16236238755561327,0.16172506738544476
Rock and Roll,220995,1971,2016-07-24,38,8,Led Zeppelin,Rock,3:40,0.16675056019225146,0.16172506738544476
Shoot to Thrill,322142,1980,2016-07-24,28,7,AC/DC,Rock,5:22,0.1228688338258695,0.14150943396226415
Suspicious Minds,273240,1969,2016-08-13,43,11,Elvis Presley,Rock,4:33,0.19126917506089933,0.22540983606557377
Burning Love,177711,1973,2016-08-13,43,8,Elvis Presley,Rock,2:57,0.19126917506089933,0.1639344262295082
Imagine,185155,1971,2016-08-13,32,11,John Lennon,Rock,3:5,0.14233985120811113,0.22540983606557377
Run To The Hills,231784,1982,2016-08-13,49,7,Iron Maiden,Metal,3:51,0.21795789716242017,0.14344262295081966
It's My Life,224705,2000,2016-08-13,39,8,Bon Jovi,Rock,3:44,0.1734766936598854,0.1639344262295082
Mrs. Robinson,243644,1968,2016-08-13,46,8,Simon & Garfunkel,Rock,4:3,0.20461353611165975,0.1639344262295082
Freedom Song,323709,2009,2016-08-13,39,9,Blackberry Smoke,Country,5:23,0.1734766936598854,0.18442622950819673
من ميليونر نيستم,247719,2016,2016-08-17,22,9,زانيار خسروى,Pop,4:7,0.09812675358970127,0.18493150684931506
The Trial,320391,1979,2016-08-30,55,8,Pink Floyd,Rock,5:20,0.2475208366291704,0.165860400829302
Summertime,240875,1991,2016-08-30,26,11,DJ Jazzy Jeff & The Fresh Prince,Hip Hop/Rap,4:0,0.11700985004288056,0.22805805114029026
Rebel Yell,287738,1983,2016-08-30,31,6,Billy Idol,Rock,4:47,0.13951174428189606,0.12439530062197651
The Battle Of Evermore,350119,1971,2016-08-30,64,8,Led Zeppelin,Rock,5:50,0.2880242462593983,0.165860400829302
Break On Through (to the Other Side),150308,1967,2016-08-31,36,6,The Doors,Rock,2:30,0.1621256811478278,0.12448132780082988
Rosa Parks,259160,1998,2016-08-31,39,10,OutKast,Hip Hop/Rap,4:19,0.17563615457681347,0.20746887966804978
Are You Gonna Go My Way,214334,1993,2016-09-01,40,7,Lenny Kravitz,Rock,3:34,0.18026430983449368,0.14532871972318337
Paranoid,170710,1970,2016-09-02,39,10,Black Sabbath,Metal,2:50,0.1758794179488035,0.2077562326869806
Riders On the Storm,428852,1971,2016-09-02,27,11,The Doors,Rock,7:8,0.12176267396455627,0.22853185595567868
Light My Fire,427441,1967,2016-09-02,18,6,The Doors,Rock,7:7,0.08117511597637085,0.12465373961218837
Love Me Two Times,197381,1967,2016-09-02,35,13,The Doors,Rock,3:17,0.15784050328738777,0.2700831024930748
Touch Me,193802,1968,2016-09-02,31,7,The Doors,Rock,3:13,0.13980158862597203,0.14542936288088643
"Hello, I Love You",160130,1968,2016-09-02,31,5,The Doors,Rock,2:40,0.13980158862597203,0.1038781163434903
Comfortably Numb,413622,1979,2016-09-03,43,8,Pink Floyd,Rock,6:53,0.19405271814910366,0.16632016632016633
Time,410122,1973,2016-09-03,39,14,Pink Floyd,Rock,6:50,0.1760013025073266,0.291060291060291
Money,390138,1973,2016-09-03,32,5,Pink Floyd,Rock,6:30,0.1444113251342167,0.10395010395010394
Have A Cigar,307983,1975,2016-09-03,46,9,Pink Floyd,Rock,5:7,0.2075912798804365,0.18711018711018712
High Hopes,463046,1994,2016-09-03,27,8,Pink Floyd,Rock,7:43,0.12184705558199534,0.16632016632016633
All My Love,353567,1979,2016-09-03,34,5,Led Zeppelin,Rock,5:53,0.15343703295510522,0.10395010395010394
The Rover,340610,1975,2016-09-03,39,12,Led Zeppelin,Rock,5:40,0.1760013025073266,0.2494802494802495
Holy Diver,280137,1983,2016-09-03,31,6,Dio,Metal,4:40,0.1398984712237724,0.12474012474012475
Communication Breakdown,150204,1969,2016-09-03,60,7,Led Zeppelin,Rock,2:30,0.2707712346266563,0.1455301455301455
Living Loving Maid (She's Just A Woman),164101,1969,2016-09-03,39,13,Led Zeppelin,Rock,2:44,0.1760013025073266,0.2702702702702703
The Trooper,252499,1983,2016-09-03,44,7,Iron Maiden,Metal,4:12,0.19856557205954795,0.1455301455301455
Fortunate Son,141792,1969,2016-09-03,70,7,Creedence Clearwater Revival,Rock,2:21,0.315899773731099,0.1455301455301455
Don't Let Me Be Misunderstood,148506,1964,2016-09-04,71,6,The Animals,Rock,2:28,0.32063482779940844,0.12482662968099861
Should I Stay or Should I Go,189596,1982,2016-09-05,50,6,The Clash,Rock,3:9,0.22595587067214032,0.12491325468424705
Going to California,210128,1971,2016-09-12,59,14,Led Zeppelin,Rock,3:30,0.26792945841945187,0.2928870292887029
When the Levee Breaks,427964,1971,2016-09-12,79,8,Led Zeppelin,Rock,7:7,0.3587530036463847,0.16736401673640167
Bohemian Rhapsody,358452,1975,2016-09-13,38,4,Queen,Rock,5:58,0.1726851579381027,0.0837404047452896
Party and Bullshit,221361,1993,2016-09-13,18,8,Biggie Smalls,Hip Hop/Rap,3:41,0.08179823270752234,0.1674808094905792
Skew It On The Bar-B,195317,1998,2016-09-14,26,9,OutKast,Hip Hop/Rap,3:15,0.11823551187992193,0.18854748603351956
Rockin' In The Free World,282174,1989,2016-09-14,43,5,Neil Young,Rock,4:42,0.19554334657064007,0.10474860335195531
My Generation,204486,1965,2016-09-14,37,6,The Who,Rock,3:24,0.16825822844450428,0.12569832402234637
I Wanna Be Sedated,149838,1979,2016-09-14,46,7,Ramones,Rock,2:29,0.209185905633708,0.14664804469273743
Stairway to Heaven,482560,1971,2016-09-14,60,11,Led Zeppelin,Rock,8:2,0.27285118126135827,0.23044692737430167
"So Fresh, So Clean",241136,2000,2016-09-14,24,6,OutKast,Hip Hop/Rap,4:1,0.1091404725045433,0.12569832402234637
Informer,243722,1993,2016-09-19,27,9,Snow,Hip Hop/Rap,4:3,0.12321324541332813,0.18920812894183603
What Is and What Should Never Be,260205,1969,2016-09-19,38,10,Led Zeppelin,Rock,4:20,0.1734112342854248,0.2102312543798178
Watch That Man,270210,1973,2016-09-26,53,10,David Bowie,Rock,4:30,0.2430553198710334,0.2112676056338028
Aladdin Sane (1913–1938–197?),309812,1973,2016-09-26,39,7,David Bowie,Rock,5:9,0.17885202782962836,0.147887323943662
Drive-In Saturday,270445,1973,2016-09-26,32,5,David Bowie,Rock,4:30,0.14675038180892583,0.1056338028169014
1984,210468,1974,2016-09-26,31,3,David Bowie,Rock,3:30,0.1421644323773969,0.06338028169014084
Dodo,176561,1974,2016-09-26,34,5,David Bowie,Rock,2:56,0.1559222806719837,0.1056338028169014
Queen Bitch,202213,1971,2016-09-26,50,4,David Bowie,Rock,3:22,0.22929747157644662,0.08450704225352114
Suffragette city,206994,1972,2016-09-26,53,7,David Bowie,Rock,3:26,0.2430553198710334,0.147887323943662
Back Down,243513,2003,2016-10-02,40,6,50 Cent,Hip Hop/Rap,4:3,0.18421635623114804,0.1272984441301273
Patiently Waiting,291422,2003,2016-10-11,46,9,50 Cent,Hip Hop/Rap,4:51,0.21320584830424902,0.19217081850533807
High All The Time,270184,2003,2016-10-11,30,9,50 Cent,Hip Hop/Rap,4:30,0.13904729237233632,0.19217081850533807
21 Questions,259840,2003,2016-10-11,19,7,50 Cent,Hip Hop/Rap,4:19,0.08806328516914633,0.1494661921708185
Song For Bob Dylan,252238,1971,2016-10-11,32,13,David Bowie,Rock,4:12,0.1483171118638254,0.2775800711743772
Andy Warhol,236538,1971,2016-10-11,29,4,David Bowie,Rock,3:56,0.13441238262659178,0.08540925266903915
Panic in Detroit,269897,1973,2016-10-11,43,2,David Bowie,Rock,4:29,0.19930111906701536,0.042704626334519574
The Jean Genie,244871,1973,2016-10-11,31,5,David Bowie,Rock,4:4,0.14368220211808086,0.10676156583629892
When It Rains It Pours,242155,2005,2016-10-15,36,6,50 Cent,Hip Hop/Rap,4:2,0.16733314413972805,0.1284796573875803
Enter Sandman,331075,1991,2016-10-15,31,6,Metallica,Metal,5:31,0.14409242967587693,0.1284796573875803
Back in the U.S.S.R.,162097,1968,2016-10-18,30,5,The Beatles,Rock,2:42,0.13974352345002325,0.1072961373390558
Eleanor Rigby,124160,1966,2016-10-18,30,12,The Beatles,Rock,2:4,0.13974352345002325,0.2575107296137339
Ace of Spades,164937,1980,2016-10-19,62,12,Motörhead,Metal,2:44,0.2890100128502557,0.25769506084466715
A Taste Of Honey,123376,1963,2016-10-19,34,4,The Beatles,Rock,2:3,0.1584893618856241,0.08589835361488904
Beast of Burden,259239,1978,2016-10-19,43,6,The Rolling Stones,Rock,4:19,0.2004424282671128,0.12884753042233357
The Ballroom Blitz,261250,1975,2016-10-21,35,9,Sweet,Rock,4:21,0.16338472168242862,0.1935483870967742
Michelle,163343,1965,2016-10-21,32,7,The Beatles,Rock,2:43,0.14938031696679188,0.15053763440860216
My Michelle,219846,1988,2016-10-21,36,9,Guns N' Roses,Rock,3:39,0.16805285658764088,0.1935483870967742
Drive My Car,157779,1965,2016-10-21,28,9,The Beatles,Rock,2:37,0.1307077773459429,0.1935483870967742
Eight Days a Week,163866,1964,2016-10-21,26,6,The Beatles,Rock,2:43,0.12137150753551842,0.12903225806451613
Can't Stop,277968,2002,2016-11-03,30,9,Red Hot Chili Peppers,Rock,4:37,0.14136139347549384,0.19536903039073805
Rock You Like a Hurricane,254511,1984,2016-11-03,32,6,Scorpions,Metal,4:14,0.1507854863738601,0.13024602026049206
Livin' On A Prayer,248973,1986,2016-11-03,19,7,Bon Jovi,Rock,4:8,0.08952888253447944,0.15195369030390737
Let's Dance,248372,1983,2016-11-03,34,6,David Bowie,Rock,4:8,0.16020957927222637,0.13024602026049206
Sweet Home Alabama,300094,1974,2016-11-03,28,7,Lynyrd Skynyrd,Rock,5:0,0.1319373005771276,0.15195369030390737
Lucy in the Sky with Diamonds,208640,1967,2016-11-06,24,8,The Beatles,Rock,3:28,0.11333513896048296,0.17403915881073242
Get Back,192052,1970,2016-11-06,22,9,The Beatles,Rock,3:12,0.10389054404710939,0.19579405366207397
I Want You (She's So Heavy),464169,1969,2016-11-06,23,10,The Beatles,Rock,7:44,0.10861284150379617,0.21754894851341552
The Prettiest Star,210912,1973,2016-11-06,23,6,David Bowie,Rock,3:30,0.10861284150379617,0.1305293691080493
Good Times Bad Times,172251,1969,2016-11-06,37,12,Led Zeppelin,Rock,2:52,0.17472500589741125,0.2610587382160986
Let's Spend the Night Together,190406,1973,2016-11-08,31,4,David Bowie,Rock,3:10,0.14660384457218853,0.08714596949891068
The Zephyr Song,230582,2002,2016-11-14,32,5,Red Hot Chili Peppers,Rock,3:50,0.15199528969268758,0.10940919037199125
Under The Bridge,267676,1991,2016-11-14,21,8,Red Hot Chili Peppers,Rock,4:27,0.09974690886082622,0.175054704595186
Pay Day Give Away,244297,2012,2016-11-14,25,14,Bill Wilson,Country,4:4,0.11874632007241218,0.30634573304157553
Suck My Kiss,218253,1991,2016-11-25,25,6,Red Hot Chili Peppers,Rock,3:38,0.11970676824946845,0.1323529411764706
Africa,274651,1982,2016-11-25,17,8,Toto,Rock,4:34,0.08140060240963855,0.17647058823529413
Michelle,182256,2000,2016-11-25,24,4,Lynyrd Skynyrd,Rock,3:2,0.11491849751948971,0.08823529411764706
Old Man,211905,1972,2016-11-25,23,4,Neil Young,Rock,3:31,0.11013022678951097,0.08823529411764706
Heart of Gold,195108,1972,2016-11-25,21,5,Neil Young,Rock,3:15,0.1005536853295535,0.11029411764705882
Heart of Gold,257697,1971,2016-11-25,29,8,Neil Young,Rock,4:17,0.1388598511693834,0.17647058823529413
Eldorado,372584,1989,2016-11-25,19,5,Neil Young,Rock,6:12,0.09097714386959603,0.11029411764705882
God Save the Queen,200385,1977,2016-11-25,25,9,Sex Pistols,Rock,3:20,0.11970676824946845,0.19852941176470587
I Fought the Law,159764,1979,2016-11-25,41,6,The Clash,Rock,2:39,0.19631909992912827,0.1323529411764706
The Passenger,284003,1977,2016-11-25,49,6,Iggy Pop,Rock,4:44,0.23462526576895815,0.1323529411764706
Hurt,242599,2002,2016-11-25,45,5,Johnny Cash,Country,4:2,0.2154721828490432,0.11029411764705882
Cracked Actor,178651,1973,2016-11-26,29,5,David Bowie,Rock,2:58,0.13896202913198044,0.11037527593818984
Come Alive,311405,2007,2016-11-30,25,8,Foo Fighters,Rock,5:11,0.1201484906415329,0.17712177121771217
Low Rider,193802,1975,2016-11-30,23,8,War,Funk,3:13,0.11053661139021027,0.17712177121771217
Old Man,248293,1971,2016-11-30,23,6,Neil Young,Rock,4:8,0.11053661139021027,0.13284132841328414
All Star,193541,1999,2016-11-30,21,8,Smash Mouth,Rock,3:13,0.10092473213888764,0.17712177121771217
Freebird,543320,1973,2016-11-30,129,8,Lynyrd Skynyrd,Rock,9:3,0.6199662117103099,0.17712177121771217
Simple Man,350223,1973,2016-11-30,27,8,Lynyrd Skynyrd,Rock,5:50,0.12976036989285555,0.17712177121771217
Breathe (In The Air),169116,1973,2016-11-30,27,10,Pink Floyd,Rock,2:49,0.12976036989285555,0.22140221402214022
Down by the River,560718,1969,2016-11-30,18,14,Neil Young and Crazy Horse,Rock,9:20,0.0865069132619037,0.30996309963099633
Out on the Weekend,282148,1972,2016-11-30,13,10,Neil Young,Rock,4:42,0.062477215133597115,0.22140221402214022
Alabama,250174,1972,2016-11-30,19,9,Neil Young,Rock,4:10,0.09131285288756501,0.19926199261992622
The Needle and the Damage Done,131369,1972,2016-11-30,31,3,Neil Young,Rock,2:11,0.1489841283955008,0.06642066420664207
I've Just Seen a Face,129306,1965,2016-11-30,27,7,The Beatles,Rock,2:9,0.12976036989285555,0.15498154981549817
Norwegian Wood (This Bird Has Flown),122880,1965,2016-11-30,26,4,The Beatles,Rock,2:2,0.12495443026719423,0.08856088560885608
You Won't See Me,202893,1965,2016-11-30,17,7,The Beatles,Rock,3:22,0.08170097363624237,0.15498154981549817
Think for Yourself,139284,1965,2016-11-30,12,5,The Beatles,Rock,2:19,0.0576712755079358,0.11070110701107011
Nowhere Man,165720,1965,2016-11-30,20,8,The Beatles,Rock,2:45,0.09611879251322633,0.17712177121771217
Girl,151614,1965,2016-11-30,21,10,The Beatles,Rock,2:31,0.10092473213888764,0.22140221402214022
Wait,134034,1965,2016-11-30,26,8,The Beatles,Rock,2:14,0.12495443026719423,0.17712177121771217
Layla (Live 1999),481724,1999,2016-11-30,26,11,Eric Clapton,Rock,8:1,0.12495443026719423,0.24354243542435422
Stairway to Heaven (Live 1973),651180,1973,2016-11-30,74,8,Led Zeppelin,Rock,10:51,0.3556395322989374,0.17712177121771217
Layla (Live 1985),415268,1985,2016-11-30,24,7,Eric Clapton,Rock,6:55,0.1153425510158716,0.15498154981549817
It Was a Good Day,260336,1993,2016-12-01,40,4,Ice Cube,Hip Hop/Rap,4:20,0.1923795625633998,0.08862629246676515
Tunnel Of Love,474801,1980,2016-12-12,27,8,Dire Straits,Rock,7:54,0.13091980730068448,0.17870439314966494
Peachfuzz,252055,1991,2016-12-12,14,12,KMD,Hip Hop/Rap,4:12,0.06788434452628085,0.26805658972449736
I'm Shipping Up To Boston,164937,2005,2016-12-12,38,8,Dropkick Murphys,Rock,2:44,0.18425750657133372,0.17870439314966494
One More Fucking Time,406987,2000,2016-12-12,44,5,Motörhead,Metal,6:46,0.21335079708259694,0.11169024571854058
Stairway to Heaven (Live 1975),641959,1975,2016-12-13,46,9,Led Zeppelin,Rock,10:41,0.22321476666726517,0.20119225037257826
Dragonborn,236199,2011,2016-12-13,29,3,Jeremy Soule,Soundtrack,3:56,0.14072235289892804,0.06706408345752608
Bittersweet Symphony,277812,1997,2016-12-14,26,5,The Verve,Rock,4:37,0.12625895079198224,0.11185682326621925
Sympathy for the Devil (Fatboy Slim Remix),255869,1968,2016-12-17,22,7,The Rolling Stones,Rock,4:15,0.10707403605453203,0.15695067264573992
Sympathy for the Devil (The Neptunes Remix),283010,1968,2016-12-17,29,8,The Rolling Stones,Rock,4:43,0.1411430475264286,0.17937219730941706
Sympathy for the Devil,354403,2015,2016-12-17,22,8,Motörhead,Metal,5:54,0.10707403605453203,0.17937219730941706
The State Of Massachusetts,232437,2007,2016-12-17,50,4,Dropkick Murphys,Rock,3:52,0.24335008194211824,0.08968609865470853
Rose Tattoo,326191,2012,2016-12-25,30,9,Dropkick Murphys,Rock,5:26,0.14688830510009962,0.20300751879699247
Rose Tattoo,219611,2013,2016-12-25,28,6,Dropkick Murphys,Rock,3:39,0.13709575142675964,0.13533834586466167
"Johnny, I Hardly Knew Ya",234788,2007,2016-12-25,24,3,Dropkick Murphys,Rock,3:54,0.11751064408007972,0.06766917293233084
Drunken Sailor,159294,2012,2016-12-25,21,7,The Irish Rovers,Rock,2:39,0.10282181357006975,0.15789473684210525
Sympathy for the Devil,455784,1994,2016-12-25,20,8,Guns N' Roses,Rock,7:35,0.09792553673339975,0.1804511278195489
Hardcore Hustle,82155,2004,2016-12-25,23,7,Madvillain,Hip Hop/Rap,1:22,0.11261436724340972,0.15789473684210525
In My Time Of Dying,666226,1975,2016-12-26,33,11,Led Zeppelin,Rock,11:6,0.16169871359025265,0.24830699774266365
"Hey, Hey, What Can I Do",245159,1970,2016-12-26,23,9,Led Zeppelin,Rock,4:5,0.1126991034113882,0.20316027088036118
Hustler's Ambition,238158,2005,2016-12-26,21,7,50 Cent,Hip Hop/Rap,3:58,0.10289918137561532,0.15801354401805867
A Kind of Magic,283506,1986,2016-12-26,25,10,Queen,Rock,4:43,0.1224990254471611,0.22573363431151242
Day 'n' Nite,221257,2008,2016-12-26,27,5,Kid Cudi,Hip Hop/Rap,3:41,0.13229894748293397,0.11286681715575621
Marooned,327235,1994,2016-12-26,23,2,Pink Floyd,Rock,5:27,0.1126991034113882,0.045146726862302484
Time,314775,1973,2017-01-02,30,6,David Bowie,Rock,5:14,0.1477771904562273,0.1361573373676248
Lady Grinning Soul,234135,1973,2017-01-02,24,8,David Bowie,Rock,3:54,0.11822175236498186,0.1815431164901664
Four Sticks,280816,1971,2017-01-02,34,13,Led Zeppelin,Rock,4:40,0.16748081585039096,0.2950075642965205
How Many More Times,509074,1969,2017-01-02,27,8,Led Zeppelin,Rock,8:29,0.13299947141060459,0.1815431164901664
Dazed and Confused,387735,1969,2017-01-02,50,9,Led Zeppelin,Rock,6:27,0.24629531742704555,0.2042360060514372
Time Will Crawl,247457,1987,2017-01-02,31,13,David Bowie,Rock,4:7,0.15270309680476823,0.2950075642965205
D'yer Mak'er,260414,1973,2017-01-02,36,8,Led Zeppelin,Rock,4:20,0.17733262854747278,0.1815431164901664
Who Shot Ya?,320313,1999,2017-01-02,22,11,The Notorious B.I.G.,Hip Hop/Rap,5:20,0.10836993966790003,0.24962178517397882
Purple Haze (Live 1970),228179,1970,2017-01-02,19,8,The Jimi Hendrix Experience,Rock,3:48,0.0935922206222773,0.1815431164901664
Voodoo Child (Slight Return) (Live 1969),266893,1969,2017-01-02,20,5,The Jimi Hendrix Experience,Rock,4:26,0.09851812697081822,0.11346444780635401
Cortez The Killer,447033,1975,2017-01-02,21,8,Neil Young,Rock,7:27,0.10344403331935911,0.1815431164901664
Southern Man,328045,1970,2017-01-02,23,7,Neil Young,Rock,5:28,0.11329584601644094,0.1588502269288956
Soulshine,403487,1994,2017-01-02,21,8,The Allman Brothers Band,Rock,6:43,0.10344403331935911,0.1815431164901664
Good Vibrations,216737,1966,2017-01-03,13,5,The Beach Boys,Rock,3:36,0.0640852585208358,0.11355034065102196
One Way Or Another,211800,1979,2017-01-03,26,7,Blondie,Rock,3:31,0.1281705170416716,0.15897047691143074
Ziggy Stardust,193410,1972,2017-01-03,25,6,David Bowie,Rock,3:13,0.12324088177083808,0.13626040878122633
What's Going On,231575,1971,2017-01-04,18,6,Marvin Gaye,Blues/R&B,3:51,0.08880065717415114,0.13636363636363635
Baba O'Riley,306912,1971,2017-01-04,27,7,The Who,Rock,5:6,0.13320098576122671,0.15909090909090912
The Boxer,308715,1970,2017-01-04,22,4,Simon & Garfunkel,Rock,5:8,0.10853413654618473,0.09090909090909091
"Get Up, Stand Up",250226,1973,2017-01-04,14,6,Bob Marley & the Wailers,Reggae,4:10,0.06906717780211756,0.13636363636363635
Train in Vain,190249,1979,2017-01-04,18,5,The Clash,Rock,3:10,0.08880065717415114,0.11363636363636365
You Can't Always Get What You Want,446824,1969,2017-01-04,28,8,The Rolling Stones,Rock,7:26,0.13813435560423512,0.18181818181818182
Money For Nothing,506671,1985,2017-01-06,52,1,Dire Straits,Rock,8:26,0.2569245113991626,0.022761760242792112
Yesterday,119954,1965,2017-01-08,19,6,The Beatles,Rock,1:59,0.09401893287435456,0.13677811550151975
In My Life,148427,1965,2017-01-08,21,7,The Beatles,Rock,2:28,0.1039156626506024,0.1595744680851064
Help!,140042,1965,2017-01-08,20,7,The Beatles,Rock,2:20,0.09896729776247848,0.1595744680851064
She Loves You,142001,1964,2017-01-08,32,6,The Beatles,Rock,2:22,0.15834767641996556,0.13677811550151975
Please Please Me,123376,1963,2017-01-09,15,4,The Beatles,Rock,2:3,0.07428191854871959,0.09125475285171102
Something,179487,1969,2017-01-09,18,8,The Beatles,Rock,2:59,0.0891383022584635,0.18250950570342203
Can't Buy Me Love,133746,1964,2017-01-09,19,9,The Beatles,Rock,2:13,0.09409043016171147,0.20532319391634982
With a Little Help from My Friends,164075,1967,2017-01-09,31,9,The Beatles,Rock,2:44,0.15351596500068715,0.20532319391634982
Psycho Killer,261459,1977,2017-01-10,35,0,Talking Heads,Rock,4:21,0.1734563826080578,0.0
Psycho Killer (Remix),311327,1977,2017-01-10,34,2,Talking Heads,Rock,5:11,0.16850048596211328,0.045662100456621
Waterloo Sunset,195134,1967,2017-01-10,27,8,The Kinks,Rock,3:15,0.1338092094405017,0.182648401826484
Ruby Tuesday,196231,1967,2017-01-10,27,12,The Rolling Stones,Rock,3:16,0.1338092094405017,0.273972602739726
Jumpin' Jack Flash,217286,1968,2017-01-10,27,6,The Rolling Stones,Rock,3:37,0.1338092094405017,0.136986301369863
Misirlou,134817,1962,2017-01-12,20,5,Dick Dale and His Del-Tones,Rock,2:14,0.09926902732882749,0.11432926829268293
Crazy Train,295967,1980,2017-01-12,34,6,Ozzy Osbourne,Metal,4:55,0.16875734645900672,0.1371951219512195
Brown Sugar,230164,1971,2017-01-12,20,8,The Rolling Stones,Rock,3:50,0.09926902732882749,0.18292682926829268
Miss You,213054,1978,2017-01-12,46,5,The Rolling Stones,Rock,3:33,0.22831876285630326,0.11432926829268293
More Than a Feeling,285309,1976,2017-01-12,24,6,Boston,Rock,4:45,0.11912283279459299,0.1371951219512195
That'll Be The Day,139441,1957,2017-01-12,19,7,Buddy Holly,Rock,2:19,0.09430557596238613,0.1600609756097561
Master of Puppets,516806,1985,2017-01-13,25,12,Metallica,Metal,8:36,0.12418093426336926,0.2745995423340961
Whipping Post,320705,1969,2017-01-13,25,7,The Allman Brothers Band,Rock,5:20,0.12418093426336926,0.16018306636155608
Hoochie Coochie Man,197328,1994,2017-01-13,28,8,Eric Clapton,Rock,3:17,0.13908264637497358,0.1830663615560641
Hoochie Coochie Man,293825,1970,2017-01-13,25,6,The Allman Brothers Band,Rock,4:53,0.12418093426336926,0.13729977116704806
Midnight Rider,180062,1970,2017-01-13,21,7,The Allman Brothers Band,Rock,3:0,0.10431198478123017,0.16018306636155608
Alone Again Or,197015,1968,2017-01-13,22,5,Love,Rock,3:17,0.10927922215176496,0.11441647597254004
I Wanna Be Your Dog,189988,1969,2017-01-13,20,3,The Stooges,Rock,3:9,0.0993447474106954,0.06864988558352403
Love Me Two Times,186880,1980,2017-01-13,24,9,Joan Jett,Rock,3:6,0.11921369689283448,0.20594965675057209
Oda a la Sin Nombre,280711,2002,2017-01-13,31,6,Skay Beilinson,Rock,4:40,0.15398435848657788,0.13729977116704806
Flores Secas,231523,2004,2017-01-13,20,6,Skay Beilinson,Rock,3:51,0.0993447474106954,0.13729977116704806
Waterloo Sunset,220290,2006,2017-01-13,15,7,Def Leppard,Rock,3:40,0.07450856055802155,0.16018306636155608
